uid,variant_number,total_active_mins
29106,0,85.0
29109,0,25.0
29110,0,58.0
29112,0,122.0
29115,0,117.0
29117,0,10.0
29118,0,33.0
29120,0,58.0
29122,0,13.0
29123,0,20.0
29125,0,16.0
29126,0,46.0
29127,0,28.0
29128,0,29.0
29131,0,2.0
29133,0,1.0
29135,0,31.0
29136,0,6.0
29138,0,2.0
29139,0,4.0
29141,0,77.0
29143,0,29.0
29145,0,85.0
29147,0,2.0
29148,0,36.0
29151,0,99.0
29154,0,32.0
29155,0,36.0
29157,0,67.0
29158,0,39.0
29161,0,9.0
29164,0,76.0
29166,0,8.0
29168,0,18.0
29169,0,30.0
29170,0,15.0
29172,0,87.0
29173,0,19.0
29174,0,6.0
29175,0,94.0
29176,0,50.0
29177,0,3.0
29178,0,15.0
29179,0,51.0
29180,0,15.0
29181,0,36.0
29182,0,38.0
29185,0,55.0
29186,0,12.0
29187,0,4.0
29188,0,3.0
29190,0,7.0
29193,0,58.0
29195,0,7.0
29197,0,30.0
29200,0,5.0
29202,0,63.0
29204,0,34.0
29205,0,6.0
29209,0,20.0
29210,0,11.0
29212,0,37.0
29214,0,43.0
29215,0,11.0
29216,0,3.0
29218,0,79.0
29220,0,5.0
29222,0,61.0
29223,0,25.0
29225,0,105.0
29226,0,29.0
29227,0,76.0
29229,0,16.0
29230,0,20.0
29232,0,41.0
29233,0,29.0
29234,0,2.0
29235,0,56.0
29236,0,43.0
29237,0,67.0
29242,0,17.0
29243,0,5.0
29244,0,81.0
29245,0,7.0
29246,0,10.0
29247,0,5.0
29249,0,5.0
29250,0,31.0
29253,0,25.0
29254,0,9.0
29255,0,48.0
29257,0,100.0
29260,0,3.0
29261,0,27.0
29262,0,3.0
29263,0,5.0
29266,0,23.0
29267,0,3.0
29268,0,29.0
29269,0,4.0
29270,0,12.0
29271,0,31.0
29273,0,41.0
29275,0,22.0
29277,0,31.0
29278,0,20.0
29280,0,22.0
29281,0,5.0
29284,0,8.0
29287,0,87.0
29289,0,36.0
29291,0,59.0
29292,0,11.0
29293,0,6.0
29297,0,20.0
29298,0,26.0
29299,0,6.0
29301,0,63.0
29303,0,29.0
29304,0,34.0
29305,0,58.0
29307,0,66.0
29308,0,5.0
29309,0,48.0
29311,0,26.0
29312,0,19.0
29315,0,27.0
29317,0,69.0
29320,0,12.0
29321,0,24.0
29322,0,11.0
29324,0,1.0
29326,0,5.0
29327,0,29.0
29328,0,26.0
29329,0,45.0
29330,0,62.0
29333,0,36.0
29334,0,117.0
29335,0,4.0
29336,0,34.0
29337,0,1.0
29338,0,81.0
29340,0,65.0
29341,0,26.0
29342,0,57.0
29343,0,25.0
29344,0,87.0
29345,0,3.0
29346,0,70.0
29349,0,3.0
29350,0,62.0
29352,0,14.0
29353,0,113.0
29355,0,7.0
29356,0,24.0
29357,0,5.0
29358,0,47.0
29359,0,7.0
29360,0,56.0
29361,0,20.0
29363,0,49.0
29364,0,10.0
29365,0,61.0
29371,0,68.0
29372,0,115.0
29374,0,55.0
29375,0,34.0
29378,0,79.0
29380,0,123.0
29382,0,15.0
29383,0,20.0
29385,0,89.0
29386,0,14.0
29387,0,16.0
29388,0,111.0
29389,0,57.0
29391,0,86.0
29392,0,29.0
29393,0,86.0
29394,0,35.0
29395,0,96.0
29396,0,49.0
29397,0,39.0
29400,0,14.0
29401,0,23.0
29402,0,89.0
29404,0,23.0
29405,0,57.0
29406,0,78.0
29407,0,20.0
29408,0,34.0
29409,0,65.0
29411,0,25.0
29412,0,7.0
29413,0,35.0
29414,0,19.0
29416,0,17.0
29417,0,22.0
29418,0,9.0
29420,0,21.0
29421,0,28.0
29422,0,108.0
29425,0,109.0
29426,0,4.0
29429,0,65.0
29430,0,9.0
29431,0,51.0
29432,0,12.0
29433,0,4.0
29435,0,14.0
29439,0,13.0
29442,0,23.0
29444,0,28.0
29446,0,29.0
29447,0,15.0
29449,0,29.0
29450,0,73.0
29451,0,73.0
29452,0,7.0
29453,0,79.0
29458,0,27.0
29460,0,84.0
29461,0,8.0
29463,0,11.0
29465,0,72.0
29466,0,7.0
29467,0,22.0
29470,0,112.0
29471,0,2.0
29472,0,120.0
29473,0,36.0
29475,0,11.0
29476,0,5.0
29478,0,14.0
29481,0,14.0
29483,0,7.0
29484,0,19.0
29486,0,24.0
29487,0,25.0
29488,0,20.0
29491,0,20.0
29493,0,1.0
29495,0,72.0
29497,0,29.0
29498,0,31.0
29499,0,53.0
29500,0,84.0
29502,0,53.0
29503,0,28.0
29504,0,73.0
29506,0,72.0
29507,0,104.0
29508,0,5.0
29509,0,18.0
29511,0,5.0
29513,0,5.0
29514,0,36.0
29516,0,120.0
29518,0,84.0
29520,0,34.0
29521,0,1.0
29522,0,6.0
29523,0,3.0
29524,0,16.0
29525,0,22.0
29526,0,50.0
29527,0,86.0
29528,0,1.0
29530,0,3.0
29531,0,29.0
29534,0,65.0
29535,0,6.0
29536,0,38.0
29537,0,32.0
29538,0,17.0
29539,0,24.0
29540,0,45.0
29542,0,10.0
29547,0,36.0
29548,0,11.0
29550,0,62.0
29555,0,29.0
29556,0,6.0
29557,0,107.0
29558,0,6.0
29560,0,11.0
29561,0,25.0
29562,0,46.0
29563,0,3.0
29565,0,43.0
29566,0,36.0
29567,0,50.0
29568,0,53.0
29569,0,9.0
29571,0,11.0
29572,0,6.0
29573,0,53.0
29574,0,8.0
29575,0,12.0
29577,0,11.0
29579,0,11.0
29580,0,11.0
29582,0,96.0
29583,0,77.0
29584,0,112.0
29588,0,12.0
29589,0,5.0
29590,0,9.0
29591,0,24.0
29593,0,83.0
29596,0,36.0
29598,0,15.0
29601,0,3.0
29605,0,9.0
29607,0,12.0
29608,0,16.0
29609,0,97.0
29612,0,13.0
29614,0,35.0
29616,0,28.0
29619,0,47.0
29620,0,9.0
29621,0,48.0
29623,0,115.0
29624,0,58.0
29625,0,91.0
29626,0,81.0
29628,0,28.0
29629,0,27.0
29631,0,82.0
29633,0,69.0
29634,0,13.0
29635,0,8.0
29636,0,12.0
29639,0,47.0
29640,0,40.0
29643,0,61.0
29644,0,6.0
29645,0,54.0
29646,0,15.0
29648,0,3.0
29649,0,38.0
29651,0,20.0
29652,0,41.0
29657,0,22.0
29658,0,21.0
29659,0,30.0
29661,0,84.0
29662,0,112.0
29663,0,39.0
29669,0,4.0
29673,0,2.0
29674,0,33.0
29678,0,3.0
29679,0,35.0
29681,0,39.0
29684,0,19.0
29685,0,11.0
29687,0,38.0
29688,0,35.0
29691,0,58.0
29693,0,1.0
29698,0,31.0
29704,0,6.0
29705,0,6.0
29706,0,85.0
29707,0,35.0
29708,0,45.0
29709,0,36.0
29710,0,29.0
29711,0,73.0
29712,0,34.0
29714,0,4.0
29716,0,11.0
29718,0,2.0
29719,0,13.0
29720,0,124.0
29723,0,2.0
29725,0,8.0
29726,0,2.0
29728,0,33.0
29729,0,24.0
29730,0,63.0
29731,0,11.0
29732,0,41.0
29733,0,12.0
29734,0,21.0
29735,0,51.0
29736,0,100.0
29737,0,66.0
29739,0,13.0
29740,0,11.0
29741,0,117.0
29742,0,6.0
29743,0,59.0
29747,0,53.0
29749,0,6.0
29750,0,2.0
29751,0,46.0
29753,0,65.0
29754,0,44.0
29755,0,47.0
29756,0,90.0
29757,0,1.0
29758,0,27.0
29759,0,18.0
29760,0,30.0
29761,0,47.0
29763,0,8.0
29764,0,6.0
29766,0,26.0
29767,0,6.0
29768,0,5.0
29769,0,82.0
29770,0,9.0
29772,0,79.0
29773,0,48.0
29774,0,15.0
29775,0,8.0
29779,0,37.0
29782,0,99.0
29784,0,16.0
29786,0,15.0
29788,0,69.0
29791,0,40.0
29792,0,12.0
29793,0,76.0
29794,0,16.0
29797,0,4.0
29798,0,28.0
29799,0,45.0
29800,0,28.0
29801,0,73.0
29803,0,96.0
29804,0,64.0
29806,0,85.0
29808,0,15.0
29809,0,26.0
29810,0,53.0
29811,0,3.0
29812,0,124.0
29813,0,74.0
29819,0,2.0
29820,0,117.0
29821,0,4.0
29823,0,104.0
29824,0,11.0
29825,0,23.0
29826,0,9.0
29827,0,38.0
29828,0,74.0
29830,0,63.0
29831,0,2.0
29832,0,42.0
29833,0,122.0
29834,0,53.0
29836,0,7.0
29837,0,77.0
29838,0,24.0
29840,0,2.0
29841,0,14.0
29844,0,20.0
29845,0,106.0
29846,0,34.0
29847,0,47.0
29852,0,25.0
29853,0,93.0
29854,0,52.0
29856,0,29.0
29857,0,67.0
29858,0,95.0
29860,0,7.0
29862,0,33.0
29864,0,10.0
29865,0,4.0
29866,0,45.0
29869,0,11.0
29870,0,2.0
29873,0,17.0
29874,0,46.0
29875,0,7.0
29876,0,79.0
29880,0,73.0
29881,0,10.0
29882,0,7.0
29883,0,33.0
29884,0,17.0
29885,0,22.0
29887,0,59.0
29889,0,10.0
29890,0,26.0
29891,0,60.0
29893,0,18.0
29894,0,22.0
29895,0,19.0
29896,0,42.0
29898,0,10.0
29901,0,106.0
29902,0,101.0
29903,0,70.0
29907,0,44.0
29908,0,7.0
29915,0,56.0
29916,0,4.0
29917,0,4.0
29918,0,38.0
29919,0,2.0
29920,0,5.0
29921,0,18.0
29922,0,49.0
29924,0,3.0
29925,0,26.0
29928,0,48.0
29930,0,75.0
29931,0,41.0
29933,0,1.0
29934,0,48.0
29935,0,4.0
29936,0,111.0
29939,0,2.0
29940,0,10.0
29941,0,62.0
29942,0,34.0
29944,0,79.0
29945,0,40.0
29946,0,95.0
29947,0,14.0
29948,0,27.0
29950,0,97.0
29952,0,24.0
29953,0,98.0
29958,0,64.0
29961,0,20.0
29962,0,85.0
29963,0,80.0
29964,0,15.0
29966,0,92.0
29968,0,2.0
29969,0,48.0
29971,0,72.0
29972,0,43.0
29973,0,18.0
29976,0,16.0
29977,0,20.0
29978,0,2.0
29979,0,18.0
29980,0,12.0
29983,0,16.0
29984,0,39.0
29985,0,3.0
29986,0,4.0
29987,0,21.0
29988,0,2.0
29989,0,68.0
29990,0,61.0
29991,0,53.0
29992,0,7.0
29994,0,34.0
29995,0,4.0
29996,0,29.0
29997,0,15.0
29999,0,75.0
30004,0,112.0
30005,0,122.0
30006,0,112.0
30008,0,114.0
30009,0,5.0
30010,0,5.0
30011,0,16.0
30012,0,107.0
30013,0,10.0
30014,0,105.0
30016,0,38.0
30017,0,94.0
30018,0,14.0
30019,0,106.0
30020,0,2.0
30021,0,38.0
30023,0,10.0
30024,0,2.0
30026,0,41.0
30027,0,40.0
30028,0,47.0
30029,0,40.0
30030,0,14.0
30031,0,114.0
30033,0,64.0
30035,0,17.0
30038,0,44.0
30039,0,20.0
30040,0,8.0
30041,0,17.0
30043,0,51.0
30046,0,28.0
30047,0,40.0
30049,0,26.0
30050,0,18.0
30051,0,47.0
30052,0,73.0
30053,0,12.0
30057,0,40.0
30058,0,1.0
30059,0,20.0
30060,0,84.0
30062,0,4.0
30063,0,24.0
30067,0,51.0
30069,0,18.0
30070,0,6.0
30072,0,21.0
30074,0,32.0
30075,0,25.0
30077,0,69.0
30078,0,1.0
30079,0,1.0
30081,0,77.0
30082,0,120.0
30083,0,7.0
30084,0,36.0
30087,0,8.0
30088,0,3.0
30090,0,4.0
30091,0,112.0
30093,0,31.0
30094,0,6.0
30095,0,49.0
30096,0,89.0
30099,0,1.0
30100,0,6.0
30101,0,101.0
30102,0,11.0
30103,0,11.0
30104,0,4.0
30106,0,99.0
30108,0,9.0
30110,0,119.0
30111,0,23.0
30112,0,9.0
30116,0,15.0
30118,0,21.0
30119,0,2.0
30121,0,25.0
30122,0,6.0
30123,0,26.0
30126,0,4.0
30127,0,7.0
30128,0,97.0
30129,0,56.0
30131,0,43.0
30132,0,3.0
30135,0,58.0
30137,0,11.0
30138,0,91.0
30139,0,38.0
30140,0,55.0
30141,0,2.0
30142,0,5.0
30143,0,22.0
30144,0,94.0
30145,0,8.0
30146,0,24.0
30148,0,23.0
30149,0,11.0
30151,0,13.0
30153,0,13.0
30155,0,42.0
30156,0,122.0
30158,0,19.0
30159,0,25.0
30161,0,51.0
30162,0,61.0
30163,0,32.0
30164,0,98.0
30166,0,22.0
30167,0,57.0
30168,0,56.0
30169,0,87.0
30170,0,1.0
30173,0,76.0
30174,0,122.0
30175,0,90.0
30176,0,2.0
30178,0,17.0
30179,0,16.0
30181,0,6.0
30182,0,25.0
30185,0,40.0
30186,0,94.0
30187,0,44.0
30188,0,10.0
30190,0,10.0
30192,0,15.0
30197,0,109.0
30199,0,11.0
30200,0,10.0
30201,0,51.0
30202,0,17.0
30203,0,107.0
30206,0,16.0
30207,0,42.0
30209,0,41.0
30211,0,62.0
30212,0,6.0
30213,0,12.0
30214,0,6.0
30215,0,18.0
30216,0,23.0
30217,0,31.0
30219,0,13.0
30220,0,14.0
30222,0,26.0
30223,0,24.0
30224,0,25.0
30225,0,43.0
30227,0,120.0
30228,0,18.0
30229,0,56.0
30230,0,91.0
30231,0,33.0
30232,0,27.0
30233,0,29.0
30234,0,2.0
30235,0,8.0
30236,0,123.0
30237,0,43.0
30239,0,27.0
30240,0,39.0
30242,0,24.0
30244,0,1.0
30246,0,30.0
30248,0,15.0
30249,0,20.0
30251,0,72.0
30252,0,63.0
30253,0,12.0
30254,0,44.0
30256,0,29.0
30257,0,7.0
30258,0,25.0
30260,0,22.0
30261,0,24.0
30262,0,21.0
30264,0,45.0
30265,0,12.0
30266,0,3.0
30267,0,19.0
30268,0,13.0
30269,0,56.0
30270,0,69.0
30272,0,106.0
30273,0,30.0
30274,0,94.0
30275,0,4.0
30276,0,86.0
30277,0,21.0
30279,0,23.0
30280,0,36.0
30281,0,10.0
30283,0,1.0
30285,0,24.0
30286,0,45.0
30287,0,6.0
30288,0,55.0
30289,0,3.0
30291,0,10.0
30292,0,44.0
30293,0,12.0
30294,0,37.0
30295,0,49.0
30296,0,56.0
30298,0,4.0
30299,0,120.0
30300,0,2.0
30303,0,109.0
30304,0,48.0
30305,0,8.0
30309,0,72.0
30310,0,2.0
30311,0,26.0
30313,0,61.0
30315,0,102.0
30316,0,1.0
30319,0,4.0
30320,0,65.0
30323,0,62.0
30324,0,10.0
30325,0,74.0
30328,0,52.0
30329,0,86.0
30330,0,59.0
30331,0,21.0
30332,0,11.0
30335,0,59.0
30336,0,25.0
30337,0,29.0
30339,0,28.0
30340,0,12.0
30345,0,28.0
30346,0,9.0
30347,0,16.0
30348,0,1.0
30350,0,40.0
30351,0,84.0
30352,0,73.0
30354,0,20.0
30356,0,25.0
30358,0,20.0
30359,0,65.0
30361,0,22.0
30362,0,22.0
30364,0,4.0
30366,0,77.0
30368,0,116.0
30370,0,64.0
30371,0,11.0
30372,0,14.0
30374,0,4.0
30375,0,2.0
30376,0,45.0
30383,0,3.0
30384,0,12.0
30385,0,12.0
30386,0,7.0
30387,0,10.0
30388,0,1.0
30389,0,4.0
30390,0,7.0
30391,0,33.0
30392,0,12.0
30393,0,8.0
30395,0,52.0
30396,0,3.0
30399,0,54.0
30404,0,22.0
30405,0,21.0
30407,0,92.0
30408,0,112.0
30411,0,46.0
30413,0,3.0
30414,0,6.0
30415,0,7.0
30417,0,14.0
30418,0,29.0
30420,0,8.0
30423,0,3.0
30424,0,2.0
30425,0,122.0
30426,0,3.0
30429,0,48.0
30431,0,1.0
30432,0,3.0
30435,0,24.0
30436,0,62.0
30437,0,69.0
30439,0,53.0
30440,0,8.0
30441,0,40.0
30442,0,73.0
30443,0,92.0
30444,0,41.0
30445,0,3.0
30446,0,27.0
30449,0,7.0
30450,0,46.0
30451,0,68.0
30452,0,102.0
30453,0,6.0
30454,0,82.0
30456,0,26.0
30457,0,6.0
30463,0,4.0
30464,0,37.0
30466,0,45.0
30467,0,38.0
30469,0,53.0
30471,0,124.0
30472,0,2.0
30473,0,19.0
30474,0,8.0
30477,0,40.0
30478,0,44.0
30480,0,42.0
30481,0,10.0
30483,0,23.0
30484,0,116.0
30485,0,113.0
30486,0,1.0
30487,0,5.0
30489,0,13.0
30492,0,36.0
30497,0,22.0
30498,0,26.0
30500,0,34.0
30501,0,40.0
30502,0,2.0
30506,0,44.0
30508,0,24.0
30509,0,9.0
30512,0,13.0
30513,0,32.0
30514,0,47.0
30517,0,5.0
30520,0,88.0
30523,0,33.0
30524,0,13.0
30525,0,12.0
30526,0,1.0
30528,0,73.0
30529,0,23.0
30530,0,7.0
30532,0,46.0
30533,0,21.0
30535,0,17.0
30536,0,9.0
30538,0,7.0
30542,0,42.0
30543,0,7.0
30545,0,16.0
30546,0,61.0
30548,0,76.0
30551,0,8.0
30552,0,78.0
30554,0,47.0
30555,0,4.0
30556,0,75.0
30560,0,27.0
30563,0,8.0
30564,0,49.0
30567,0,7.0
30568,0,16.0
30570,0,6.0
30571,0,113.0
30572,0,32.0
30573,0,39.0
30574,0,2.0
30575,0,13.0
30577,0,31.0
30578,0,5.0
30579,0,76.0
30582,0,28.0
30583,0,34.0
30584,0,100.0
30586,0,57.0
30588,0,39.0
30589,0,30.0
30590,0,117.0
30591,0,96.0
30593,0,14.0
30594,0,66.0
30595,0,17.0
30598,0,74.0
30600,0,27.0
30601,0,22.0
30602,0,95.0
30605,0,11.0
30606,0,42.0
30608,0,25.0
30609,0,6.0
30611,0,85.0
30612,0,3.0
30614,0,11.0
30615,0,23.0
30616,0,5.0
30617,0,2.0
30619,0,13.0
30621,0,21.0
30622,0,1.0
30623,0,15.0
30624,0,105.0
30625,0,10.0
30626,0,43.0
30627,0,40.0
30628,0,61.0
30629,0,31.0
30630,0,12.0
30631,0,1.0
30636,0,27.0
30637,0,1.0
30638,0,107.0
30639,0,12.0
30640,0,15.0
30641,0,64.0
30642,0,6.0
30643,0,43.0
30644,0,26.0
30647,0,78.0
30648,0,42.0
30649,0,4.0
30650,0,67.0
30652,0,18.0
30653,0,31.0
30654,0,103.0
30656,0,12.0
30657,0,121.0
30659,0,11.0
30661,0,22.0
30662,0,72.0
30663,0,58.0
30664,0,124.0
30665,0,40.0
30666,0,20.0
30667,0,13.0
30668,0,8.0
30669,0,5.0
30670,0,32.0
30671,0,1.0
30673,0,11.0
30676,0,13.0
30678,0,105.0
30680,0,31.0
30682,0,13.0
30683,0,32.0
30684,0,33.0
30686,0,31.0
30687,0,43.0
30688,0,1.0
30689,0,15.0
30690,0,50.0
30691,0,93.0
30692,0,8.0
30695,0,88.0
30696,0,19.0
30697,0,11.0
30699,0,5.0
30700,0,13.0
30701,0,51.0
30704,0,70.0
30705,0,17.0
30707,0,63.0
30709,0,15.0
30711,0,20.0
30712,0,5.0
30713,0,4.0
30714,0,19.0
30715,0,6.0
30716,0,108.0
30717,0,9.0
30718,0,14.0
30719,0,29.0
30720,0,69.0
30722,0,46.0
30723,0,2.0
30725,0,38.0
30726,0,12.0
30727,0,75.0
30728,0,25.0
30729,0,5.0
30730,0,117.0
30732,0,86.0
30733,0,87.0
30734,0,6.0
30735,0,7.0
30737,0,41.0
30741,0,55.0
30743,0,14.0
30744,0,2.0
30746,0,37.0
30747,0,50.0
30748,0,23.0
30749,0,2.0
30753,0,22.0
30755,0,19.0
30758,0,4.0
30759,0,30.0
30760,0,41.0
30761,0,25.0
30762,0,7.0
30766,0,49.0
30767,0,16.0
30768,0,31.0
30770,0,76.0
30772,0,41.0
30773,0,9.0
30774,0,70.0
30775,0,36.0
30776,0,9.0
30778,0,14.0
30779,0,9.0
30780,0,14.0
30783,0,100.0
30785,0,39.0
30788,0,10.0
30789,0,105.0
30790,0,56.0
30793,0,1.0
30797,0,60.0
30799,0,114.0
30800,0,29.0
30802,0,11.0
30803,0,4.0
30804,0,21.0
30806,0,14.0
30807,0,21.0
30809,0,39.0
30810,0,7.0
30811,0,2.0
30812,0,5.0
30813,0,9.0
30814,0,20.0
30817,0,85.0
30818,0,114.0
30819,0,31.0
30820,0,82.0
30823,0,124.0
30825,0,3.0
30826,0,80.0
30827,0,35.0
30831,0,17.0
30832,0,34.0
30833,0,46.0
30835,0,5.0
30836,0,1.0
30837,0,82.0
30838,0,12.0
30839,0,48.0
30842,0,60.0
30843,0,18.0
30844,0,74.0
30845,0,46.0
30846,0,16.0
30847,0,46.0
30850,0,30.0
30852,0,1.0
30853,0,70.0
30854,0,17.0
30858,0,5.0
30859,0,33.0
30864,0,70.0
30865,0,45.0
30866,0,117.0
30867,0,30.0
30869,0,9.0
30871,0,30.0
30874,0,63.0
30877,0,1.0
30881,0,23.0
30882,0,115.0
30883,0,71.0
30884,0,13.0
30885,0,15.0
30887,0,19.0
30891,0,42.0
30892,0,20.0
30894,0,3.0
30895,0,25.0
30898,0,17.0
30899,0,21.0
30900,0,3.0
30902,0,69.0
30903,0,67.0
30904,0,20.0
30906,0,35.0
30908,0,57.0
30909,0,16.0
30910,0,20.0
30911,0,2.0
30915,0,66.0
30917,0,35.0
30919,0,9.0
30920,0,111.0
30921,0,33.0
30922,0,46.0
30924,0,41.0
30926,0,48.0
30927,0,99.0
30928,0,31.0
30931,0,3.0
30932,0,105.0
30933,0,126.0
30934,0,1.0
30936,0,4.0
30937,0,36.0
30941,0,17.0
30942,0,9.0
30945,0,3.0
30946,0,21.0
30947,0,67.0
30949,0,1.0
30950,0,52.0
30951,0,12.0
30952,0,68.0
30953,0,3.0
30954,0,57.0
30955,0,4.0
30956,0,3.0
30958,0,10.0
30959,0,32.0
30961,0,88.0
30962,0,6.0
30963,0,11.0
30965,0,39.0
30967,0,24.0
30968,0,69.0
30969,0,125.0
30971,0,6.0
30973,0,36.0
30974,0,12.0
30977,0,14.0
30979,0,2.0
30980,0,40.0
30983,0,112.0
30984,0,33.0
30985,0,118.0
30986,0,3.0
30988,0,3.0
30989,0,96.0
30990,0,77.0
30991,0,9.0
30992,0,28.0
30995,0,7.0
31000,0,13.0
31003,0,90.0
31007,0,39.0
31008,0,14.0
31009,0,108.0
31010,0,5.0
31011,0,16.0
31012,0,86.0
31014,0,21.0
31016,0,44.0
31018,0,66.0
31019,0,27.0
31020,0,1.0
31021,0,40.0
31022,0,86.0
31023,0,119.0
31024,0,32.0
31026,0,26.0
31028,0,47.0
31030,0,7.0
31033,0,8.0
31034,0,114.0
31036,0,18.0
31037,0,68.0
31038,0,63.0
31039,0,38.0
31043,0,118.0
31045,0,64.0
31047,0,39.0
31048,0,6.0
31049,0,93.0
31052,0,20.0
31054,0,106.0
31056,0,12.0
31058,0,98.0
31059,0,12.0
31061,0,8.0
31062,0,64.0
31063,0,12.0
31065,0,17.0
31068,0,22.0
31070,0,1.0
31072,0,81.0
31073,0,49.0
31074,0,32.0
31076,0,48.0
31078,0,19.0
31081,0,125.0
31083,0,37.0
31084,0,16.0
31085,0,7.0
31086,0,54.0
31087,0,56.0
31088,0,58.0
31090,0,50.0
31091,0,26.0
31092,0,21.0
31093,0,3.0
31094,0,33.0
31095,0,27.0
31099,0,84.0
31100,0,58.0
31102,0,6.0
31103,0,15.0
31106,0,3.0
31107,0,10.0
31108,0,121.0
31112,0,110.0
31113,0,59.0
31116,0,66.0
31117,0,2.0
31121,0,12.0
31125,0,44.0
31126,0,13.0
31128,0,4.0
31129,0,65.0
31130,0,69.0
31131,0,41.0
31132,0,12.0
31134,0,40.0
31137,0,51.0
31138,0,89.0
31139,0,50.0
31140,0,30.0
31143,0,50.0
31144,0,19.0
31146,0,50.0
31148,0,12.0
31149,0,26.0
31153,0,83.0
31154,0,6.0
31155,0,2.0
31156,0,2.0
31157,0,63.0
31158,0,29.0
31159,0,51.0
31160,0,30.0
31161,0,78.0
31162,0,53.0
31163,0,66.0
31164,0,10.0
31166,0,16.0
31168,0,57.0
31170,0,99.0
31171,0,8.0
31174,0,50.0
31175,0,55.0
31178,0,40.0
31180,0,21.0
31182,0,65.0
31183,0,96.0
31184,0,86.0
31185,0,10.0
31186,0,42.0
31187,0,49.0
31193,0,15.0
31194,0,23.0
31195,0,46.0
31196,0,25.0
31197,0,13.0
31198,0,21.0
31199,0,55.0
31204,0,111.0
31205,0,31.0
31206,0,43.0
31207,0,13.0
31209,0,115.0
31211,0,20.0
31212,0,4.0
31213,0,55.0
31214,0,4.0
31216,0,20.0
31217,0,27.0
31218,0,25.0
31219,0,4.0
31220,0,83.0
31222,0,24.0
31223,0,16.0
31225,0,46.0
31227,0,9.0
31228,0,15.0
31229,0,25.0
31230,0,36.0
31231,0,10.0
31232,0,17.0
31234,0,3.0
31237,0,54.0
31238,0,85.0
31239,0,8.0
31241,0,40.0
31242,0,12.0
31245,0,113.0
31246,0,6.0
31248,0,4.0
31250,0,6.0
31252,0,16.0
31254,0,8.0
31256,0,32.0
31258,0,11.0
31259,0,21.0
31260,0,11.0
31262,0,122.0
31264,0,17.0
31266,0,12.0
31267,0,27.0
31268,0,4.0
31269,0,49.0
31270,0,4.0
31271,0,55.0
31274,0,62.0
31276,0,13.0
31277,0,2.0
31280,0,42.0
31282,0,75.0
31285,0,23.0
31287,0,32.0
31288,0,72.0
31289,0,4.0
31290,0,47.0
31291,0,34.0
31292,0,4.0
31296,0,20.0
31297,0,102.0
31298,0,99.0
31299,0,31.0
31300,0,26.0
31302,0,15.0
31304,0,10.0
31306,0,61.0
31307,0,6.0
31309,0,2.0
31311,0,19.0
31313,0,7.0
31314,0,31.0
31315,0,6.0
31320,0,41.0
31321,0,74.0
31325,0,5.0
31327,0,104.0
31328,0,14.0
31329,0,4.0
31330,0,13.0
31331,0,117.0
31333,0,3.0
31334,0,6.0
31335,0,24.0
31337,0,115.0
31338,0,1.0
31339,0,79.0
31340,0,32.0
31343,0,63.0
31344,0,20.0
31346,0,23.0
31347,0,23.0
31348,0,18.0
31349,0,13.0
31350,0,31.0
31352,0,47.0
31353,0,78.0
31355,0,30.0
31357,0,5.0
31358,0,10.0
31360,0,16.0
31361,0,16.0
31363,0,16.0
31364,0,41.0
31365,0,31.0
31366,0,14.0
31367,0,96.0
31368,0,8.0
31369,0,95.0
31370,0,63.0
31371,0,20.0
31372,0,46.0
31373,0,27.0
31374,0,14.0
31375,0,60.0
31376,0,6.0
31377,0,116.0
31378,0,32.0
31380,0,1.0
31381,0,65.0
31382,0,49.0
31383,0,6.0
31385,0,49.0
31386,0,31.0
31387,0,21.0
31389,0,64.0
31391,0,2.0
31392,0,20.0
31393,0,109.0
31394,0,52.0
31399,0,64.0
31400,0,13.0
31401,0,8.0
31402,0,41.0
31403,0,26.0
31405,0,71.0
31410,0,1.0
31411,0,8.0
31413,0,8.0
31419,0,16.0
31420,0,19.0
31421,0,7.0
31422,0,84.0
31423,0,40.0
31426,0,6.0
31428,0,32.0
31429,0,36.0
31430,0,15.0
31432,0,2.0
31433,0,4.0
31434,0,8.0
31435,0,2.0
31436,0,3.0
31437,0,2.0
31438,0,32.0
31439,0,87.0
31441,0,16.0
31442,0,13.0
31443,0,23.0
31444,0,35.0
31447,0,5.0
31450,0,23.0
31451,0,99.0
31452,0,13.0
31453,0,58.0
31454,0,2.0
31455,0,41.0
31456,0,51.0
31458,0,1.0
31459,0,28.0
31460,0,71.0
31461,0,25.0
31463,0,82.0
31464,0,46.0
31466,0,18.0
31467,0,76.0
31469,0,63.0
31471,0,81.0
31472,0,8.0
31473,0,90.0
31474,0,8.0
31477,0,55.0
31478,0,23.0
31479,0,10.0
31481,0,61.0
31483,0,4.0
31486,0,14.0
31487,0,3.0
31488,0,105.0
31489,0,11.0
31490,0,53.0
31491,0,2.0
31493,0,56.0
31494,0,16.0
31495,0,125.0
31496,0,14.0
31497,0,72.0
31498,0,72.0
31499,0,73.0
31500,0,16.0
31501,0,81.0
31502,0,104.0
31503,0,19.0
31504,0,20.0
31506,0,27.0
31507,0,21.0
31508,0,111.0
31511,0,79.0
31513,0,16.0
31514,0,42.0
31515,0,73.0
31516,0,15.0
31517,0,27.0
31518,0,14.0
31519,0,44.0
31520,0,3.0
31521,0,18.0
31523,0,46.0
31524,0,109.0
31525,0,13.0
