uid,variant_number,total_active_mins,gender
28500,0,22.0,female
28501,0,993.0,male
28502,0,41.0,unknown
28503,0,10.0,female
28504,0,24.0,male
28505,0,370.0,male
28506,0,36.0,female
28507,0,64.0,male
28508,0,242.0,female
28509,0,89.0,male
28510,0,4.0,unknown
28511,0,270.0,female
28512,0,36.0,male
28514,0,227.0,male
28515,0,2.0,male
28516,0,10.0,female
28517,0,688.0,male
28518,0,129.0,male
28519,0,915.0,female
28520,0,64.0,male
28521,0,14.0,male
28522,0,25.0,male
28523,0,2626.0,female
28524,0,42.0,male
28525,0,235.0,male
28527,0,7.0,female
28528,0,13.0,male
28529,0,207.0,male
28530,0,185.0,male
28531,0,1.0,male
28533,0,156.0,female
28534,0,22.0,male
28535,0,11.0,female
28536,0,96.0,female
28537,0,16.0,female
28538,0,898.0,male
28539,0,13.0,male
28540,0,11.0,female
28541,0,25.0,female
28542,0,1.0,unknown
28543,0,7.0,unknown
28544,0,229.0,female
28545,0,204.0,male
28546,0,7.0,male
28547,0,20.0,female
28548,0,43.0,male
28549,0,125.0,unknown
28550,0,53.0,male
28551,0,180.0,female
28552,0,305.0,unknown
28553,0,203.0,male
28554,0,97.0,female
28555,0,384.0,female
28556,0,64.0,male
28557,0,71.0,unknown
28558,0,2041.0,male
28561,0,16.0,female
28562,0,2170.0,female
28563,0,9.0,male
28564,0,65.0,female
28565,0,26.0,female
28566,0,29.0,unknown
28567,0,1645.0,male
28568,0,28.0,female
28569,0,149.0,female
28572,0,2836.0,male
28573,0,717.0,male
28574,0,29.0,male
28575,0,18.0,male
28576,0,575.0,male
28577,0,4.0,female
28578,0,54.0,male
28580,0,243.0,male
28581,0,4.0,male
28582,0,45.0,female
28583,0,1410.0,female
28584,0,167.0,unknown
28585,0,22.0,male
28586,0,134.0,male
28587,0,8.0,male
28588,0,249.0,male
28589,0,9008.0,male
28590,0,70.0,unknown
28591,0,58.0,male
28592,0,38.0,male
28593,0,212.0,male
28594,0,35.0,unknown
28595,0,3.0,female
28596,0,1824.0,female
28597,0,8.0,male
28598,0,24.0,male
28599,0,109.0,male
28601,0,146.0,male
28602,0,89.0,male
28603,0,317.0,female
28604,0,75.0,male
28605,0,92.0,male
28606,0,29.0,male
28607,0,16.0,female
28608,0,33.0,male
28609,0,3.0,female
28610,0,1067.0,male
28611,0,29.0,unknown
28612,0,209.0,female
28613,0,40.0,male
28614,0,324.0,female
28616,0,3.0,female
28618,0,270.0,unknown
28619,0,17.0,male
28620,0,4.0,male
28621,0,18.0,male
28622,0,7.0,male
28623,0,2495.0,female
28624,0,482.0,male
28625,0,446.0,female
28626,0,8.0,female
28627,0,25.0,unknown
28628,0,2.0,unknown
28629,0,531.0,female
28630,0,14.0,male
28631,0,34.0,male
28632,0,75.0,male
28633,0,26.0,male
28634,0,1337.0,female
28636,0,6.0,male
28637,0,7.0,unknown
28638,0,552.0,male
28639,0,39.0,male
28640,0,52.0,male
28641,0,20.0,male
28642,0,26.0,male
28644,0,112.0,male
28645,0,2.0,male
28646,0,365.0,male
28647,0,5.0,male
28648,0,94.0,female
28649,0,105.0,male
28650,0,27.0,female
28651,0,190.0,male
28652,0,139.0,male
28653,0,7980.0,male
28654,0,2927.0,male
28655,0,249.0,female
28656,0,32.0,female
28657,0,1.0,unknown
28658,0,13.0,male
28659,0,1669.0,male
28660,0,12.0,unknown
28661,0,113.0,male
28662,0,185.0,female
28663,0,528.0,female
28664,0,27.0,male
28665,0,25.0,female
28666,0,2.0,female
28667,0,5.0,unknown
28668,0,166.0,male
28669,0,109.0,female
28670,0,162.0,male
28671,0,269.0,male
28672,0,215.0,male
28673,0,40.0,male
28674,0,717.0,female
28677,0,77.0,male
28678,0,16.0,unknown
28679,0,76.0,male
28680,0,18.0,female
28681,0,107.0,female
28682,0,41.0,male
28683,0,2614.0,male
28684,0,22.0,unknown
28685,0,75.0,male
28686,0,2.0,female
28687,0,388.0,male
28688,0,342.0,male
28689,0,10.0,unknown
28690,0,36.0,male
28691,0,1316.0,female
28692,0,18.0,male
28693,0,73.0,male
28694,0,24.0,male
28695,0,654.0,female
28696,0,70.0,male
28697,0,163.0,male
28698,0,11.0,unknown
28699,0,47.0,male
28700,0,3056.0,male
28701,0,25.0,female
28702,0,108.0,male
28703,0,367.0,male
28704,0,33.0,unknown
28705,0,62.0,unknown
28706,0,234.0,unknown
28707,0,175.0,female
28708,0,198.0,male
28709,0,5.0,female
28710,0,1327.0,male
28711,0,2963.0,female
28712,0,6.0,female
28713,0,11.0,male
28714,0,922.0,male
28715,0,48.0,male
28717,0,273.0,male
28718,0,95.0,male
28719,0,37.0,male
28720,0,202.0,unknown
28721,0,251.0,male
28722,0,69.0,male
28723,0,13.0,male
28724,0,5244.0,female
28725,0,126.0,unknown
28726,0,5.0,female
28727,0,45.0,male
28728,0,17.0,male
28729,0,67.0,male
28730,0,22.0,unknown
28731,0,43.0,unknown
28732,0,42.0,female
28733,0,43.0,unknown
28734,0,1.0,male
28735,0,87.0,male
28736,0,44.0,male
28737,0,117.0,male
28738,0,5.0,male
28739,0,37.0,male
28740,0,31.0,unknown
28741,0,10.0,unknown
28742,0,44.0,female
28744,0,13.0,male
28745,0,75.0,male
28746,0,42.0,female
28747,0,43.0,male
28748,0,78.0,male
28749,0,99.0,male
28750,0,10.0,male
28751,0,32.0,female
28752,0,1477.0,male
28753,0,75.0,male
28754,0,96.0,male
28755,0,38.0,female
28756,0,12.0,female
28757,0,15.0,unknown
28758,0,67.0,female
28759,0,5.0,male
28760,0,97.0,female
28761,0,335.0,male
28762,0,30.0,male
28763,0,25.0,male
28764,0,605.0,unknown
28765,0,51.0,male
28766,0,7.0,female
28767,0,16.0,male
28768,0,18.0,unknown
28769,0,6.0,female
28770,0,337.0,male
28771,0,192.0,female
28772,0,197.0,female
28773,0,23.0,male
28774,0,5.0,female
28775,0,27.0,female
28776,0,5.0,male
28777,0,2.0,female
28778,0,65.0,male
28779,0,9.0,male
28780,0,8.0,unknown
28781,0,610.0,male
28782,0,12.0,female
28783,0,68.0,female
28784,0,3.0,female
28785,0,12.0,unknown
28787,0,70.0,male
28788,0,587.0,male
28789,0,201.0,unknown
28790,0,2.0,male
28791,0,56.0,unknown
28792,0,8.0,female
28793,0,347.0,male
28794,0,189.0,female
28796,0,3.0,male
28797,0,193.0,male
28798,0,57.0,unknown
28799,0,236.0,female
28800,0,18.0,male
28801,0,52.0,male
28802,0,113.0,female
28803,0,9.0,male
28804,0,6934.0,male
28805,0,25.0,male
28806,0,3.0,female
28807,0,12.0,female
28809,0,11852.0,male
28810,0,8.0,female
28811,0,277.0,male
28812,0,48.0,male
28813,0,97.0,female
28814,0,7.0,male
28815,0,228.0,male
28816,0,95.0,unknown
28817,0,2.0,male
28818,0,95.0,unknown
28819,0,9.0,female
28820,0,252.0,male
28821,0,66.0,male
28822,0,51.0,female
28823,0,141.0,male
28824,0,62.0,male
28825,0,414.0,male
28826,0,25.0,female
28827,0,8479.0,male
28828,0,1.0,female
28829,0,1340.0,male
28830,0,775.0,unknown
28832,0,241.0,male
28833,0,28.0,female
28834,0,430.0,female
28835,0,88.0,male
28836,0,8.0,male
28837,0,105.0,unknown
28838,0,190.0,male
28839,0,139.0,female
28840,0,13.0,male
28841,0,95.0,male
28842,0,634.0,male
28843,0,537.0,male
28844,0,556.0,unknown
28845,0,58.0,female
28847,0,21.0,unknown
28848,0,8.0,male
28849,0,45.0,male
28850,0,16.0,male
28851,0,209.0,male
28852,0,809.0,male
28853,0,24.0,male
28854,0,15.0,male
28855,0,632.0,male
28856,0,68.0,unknown
28858,0,3312.0,male
28859,0,2860.0,unknown
28860,0,48.0,male
28861,0,1582.0,male
28864,0,8.0,male
28865,0,3715.0,male
28866,0,237.0,male
28867,0,81.0,male
28868,0,176.0,male
28869,0,42.0,male
28870,0,111.0,female
28871,0,14.0,male
28873,0,1.0,male
28874,0,101.0,male
28875,0,12.0,male
28876,0,22.0,male
28877,0,25.0,male
28878,0,21.0,female
28879,0,37.0,female
28880,0,7.0,female
28881,0,179.0,male
28883,0,413.0,female
28884,0,85.0,male
28885,0,9.0,unknown
28887,0,58.0,unknown
28888,0,6.0,male
28889,0,102.0,unknown
28890,0,47.0,unknown
28891,0,61.0,male
28893,0,425.0,female
28894,0,107.0,male
28895,0,70.0,male
28896,0,3361.0,male
28897,0,14.0,female
28898,0,44.0,male
28900,0,52.0,male
28901,0,42.0,male
28902,0,5504.0,male
28903,0,5.0,female
28904,0,96.0,unknown
28905,0,29.0,male
28906,0,49.0,female
28907,0,1654.0,male
28908,0,190.0,female
28909,0,32.0,male
28910,0,2.0,male
28911,0,228.0,male
28912,0,159.0,female
28913,0,9.0,female
28914,0,115.0,male
28916,0,88.0,female
28918,0,134.0,male
28919,0,144.0,male
28920,0,159.0,male
28922,0,237.0,male
28923,0,19.0,female
28924,0,751.0,female
28925,0,42.0,male
28926,0,5.0,female
28927,0,7.0,unknown
28928,0,19.0,male
28929,0,13.0,unknown
28930,0,51.0,female
28931,0,64.0,male
28932,0,666.0,male
28933,0,140.0,male
28934,0,258.0,male
28935,0,28.0,unknown
28936,0,922.0,female
28937,0,2550.0,male
28938,0,129.0,male
28939,0,74.0,male
28940,0,254.0,female
28941,0,57.0,male
28942,0,68.0,male
28943,0,15.0,male
28944,0,200.0,female
28945,0,2634.0,male
28946,0,100.0,male
28947,0,56.0,female
28948,0,42.0,female
28949,0,12.0,male
28950,0,20.0,unknown
28951,0,117.0,male
28952,0,81.0,male
28953,0,7.0,male
28954,0,154.0,male
28955,0,38.0,male
28956,0,2.0,female
28957,0,3627.0,male
28958,0,3.0,female
28959,0,198.0,male
28960,0,39.0,male
28961,0,4.0,female
28962,0,9.0,male
28963,0,36.0,male
28964,0,2.0,female
28965,0,54.0,male
28967,0,664.0,female
28968,0,42.0,female
28969,0,538.0,male
28970,0,9.0,female
28971,0,345.0,male
28972,0,21.0,unknown
28973,0,55.0,unknown
28974,0,52.0,male
28975,0,14.0,female
28976,0,2.0,male
28977,0,227.0,male
28978,0,7.0,female
28979,0,47.0,male
28980,0,349.0,male
28981,0,43.0,male
28982,0,1153.0,female
28983,0,56.0,male
28984,0,100.0,male
28985,0,85.0,female
28986,0,1.0,female
28987,0,128.0,unknown
28988,0,3.0,male
28989,0,143.0,male
28990,0,4.0,male
28992,0,983.0,male
28993,0,20.0,male
28994,0,16.0,male
28995,0,7397.0,male
28996,0,10.0,female
28997,0,40.0,male
28998,0,2.0,female
28999,0,33.0,male
29000,0,3.0,unknown
29001,0,12.0,male
29002,0,49.0,female
29003,0,809.0,female
29004,0,62.0,male
29006,0,491.0,male
29007,0,28.0,male
29008,0,63.0,unknown
29009,0,1237.0,male
29010,0,16.0,male
29011,0,1246.0,male
29013,0,37.0,male
29014,0,208.0,male
29015,0,80.0,male
29016,0,6775.0,male
29017,0,13.0,male
29018,0,18.0,male
29019,0,12.0,male
29020,0,35.0,unknown
29021,0,32.0,male
29022,0,97.0,male
29023,0,16.0,male
29024,0,22.0,female
29025,0,33.0,unknown
29026,0,142.0,male
29027,0,15.0,female
29028,0,162.0,female
29029,0,17.0,male
29030,0,76.0,unknown
29031,0,3.0,male
29032,0,3.0,male
29033,0,91.0,male
29034,0,10425.0,male
29035,0,30.0,male
29036,0,72.0,male
29037,0,370.0,male
29038,0,33.0,female
29039,0,399.0,male
29040,0,181.0,unknown
29041,0,51.0,male
29042,0,2780.0,male
29043,0,56.0,unknown
29044,0,549.0,male
29045,0,24.0,male
29046,0,35.0,female
29047,0,234.0,female
29048,0,118.0,male
29049,0,344.0,female
29050,0,7.0,female
29051,0,23.0,female
29053,0,30.0,male
29054,0,7.0,female
29055,0,8.0,female
29056,0,144.0,female
29057,0,5.0,male
29058,0,182.0,male
29059,0,646.0,female
29060,0,710.0,male
29061,0,19.0,female
29062,0,9576.0,male
29063,0,7.0,male
29064,0,2.0,unknown
29065,0,213.0,female
29066,0,62.0,male
29067,0,1280.0,female
29068,0,17.0,unknown
29069,0,23.0,female
29070,0,58.0,male
29071,0,15.0,male
29072,0,41.0,female
29073,0,66.0,male
29075,0,39.0,female
29076,0,14.0,female
29078,0,129.0,female
29079,0,223.0,male
29080,0,17.0,unknown
29081,0,356.0,male
29082,0,7.0,male
29083,0,11.0,female
29084,0,118.0,male
29085,0,2.0,female
29086,0,57.0,male
29087,0,387.0,unknown
29088,0,3.0,male
29089,0,57.0,male
29091,0,830.0,male
29092,0,8.0,male
29093,0,165.0,male
29094,0,328.0,male
29095,0,174.0,male
29096,0,27.0,male
29097,0,4.0,female
29098,0,14.0,female
29099,0,18.0,male
29100,0,21.0,male
29101,0,311.0,male
29102,0,16.0,male
29103,0,65.0,male
29104,0,7.0,unknown
29105,0,56.0,male
29106,0,85.0,male
29107,0,2952.0,male
29109,0,25.0,female
29110,0,58.0,male
29111,0,226.0,male
29112,0,122.0,male
29113,0,155.0,female
29114,0,149.0,male
29115,0,117.0,male
29116,0,2380.0,male
29117,0,10.0,male
29118,0,33.0,unknown
29119,0,200.0,unknown
29120,0,58.0,unknown
29121,0,306.0,male
29122,0,13.0,unknown
29123,0,20.0,unknown
29124,0,927.0,female
29125,0,16.0,unknown
29126,0,46.0,male
29127,0,28.0,male
29128,0,29.0,male
29129,0,850.0,male
29130,0,394.0,male
29131,0,2.0,female
29132,0,272.0,male
29133,0,1.0,male
29134,0,268.0,female
29135,0,31.0,male
29136,0,6.0,male
29137,0,4139.0,male
29138,0,2.0,female
29139,0,4.0,male
29140,0,175.0,male
29141,0,77.0,male
29142,0,143.0,male
29143,0,29.0,male
29144,0,485.0,female
29145,0,85.0,male
29146,0,176.0,female
29147,0,2.0,unknown
29148,0,36.0,male
29149,0,149.0,female
29150,0,336.0,unknown
29151,0,99.0,female
29152,0,466.0,male
29154,0,32.0,unknown
29155,0,36.0,female
29156,0,521.0,male
29157,0,67.0,male
29158,0,39.0,female
29160,0,3023.0,female
29161,0,9.0,male
29162,0,193.0,male
29163,0,240.0,male
29164,0,76.0,female
29165,0,3154.0,male
29166,0,8.0,female
29167,0,531.0,female
29168,0,18.0,male
29169,0,30.0,male
29170,0,15.0,male
29171,0,158.0,female
29172,0,87.0,male
29173,0,19.0,male
29174,0,6.0,female
29175,0,94.0,female
29176,0,50.0,unknown
29177,0,3.0,female
29178,0,15.0,male
29179,0,51.0,male
29180,0,15.0,male
29181,0,36.0,female
29182,0,38.0,unknown
29183,0,148.0,male
29184,0,789.0,female
29185,0,55.0,female
29186,0,12.0,unknown
29187,0,4.0,female
29188,0,3.0,male
29189,0,14129.0,male
29190,0,7.0,unknown
29191,0,375.0,unknown
29192,0,1808.0,female
29193,0,58.0,male
29194,0,227.0,unknown
29195,0,7.0,female
29196,0,298.0,female
29197,0,30.0,male
29198,0,180.0,female
29199,0,655.0,male
29200,0,5.0,male
29202,0,63.0,female
29203,0,3527.0,male
29204,0,34.0,male
29205,0,6.0,male
29206,0,7673.0,unknown
29208,0,6353.0,unknown
29209,0,20.0,unknown
29210,0,11.0,female
29211,0,212.0,female
29212,0,37.0,unknown
29214,0,43.0,male
29215,0,11.0,female
29216,0,3.0,unknown
29217,0,139.0,male
29218,0,79.0,unknown
29219,0,953.0,male
29220,0,5.0,female
29221,0,510.0,female
29222,0,61.0,male
29223,0,25.0,female
29224,0,1211.0,male
29225,0,105.0,male
29226,0,29.0,female
29227,0,76.0,male
29228,0,255.0,female
29229,0,16.0,female
29230,0,20.0,male
29231,0,336.0,female
29232,0,41.0,male
29233,0,29.0,unknown
29234,0,2.0,male
29235,0,56.0,male
29236,0,43.0,male
29237,0,67.0,female
29238,0,788.0,male
29239,0,362.0,female
29240,0,1083.0,male
29241,0,190.0,male
29242,0,17.0,male
29243,0,5.0,unknown
29244,0,81.0,male
29245,0,7.0,male
29246,0,10.0,female
29247,0,5.0,unknown
29248,0,1318.0,male
29249,0,5.0,male
29250,0,31.0,female
29251,0,1208.0,male
29252,0,267.0,male
29253,0,25.0,female
29254,0,9.0,male
29255,0,48.0,female
29256,0,365.0,male
29257,0,100.0,female
29258,0,349.0,unknown
29259,0,13872.0,female
29260,0,3.0,female
29261,0,27.0,male
29262,0,3.0,male
29263,0,5.0,unknown
29264,0,154.0,female
29265,0,141.0,male
29266,0,23.0,unknown
29267,0,3.0,unknown
29268,0,29.0,male
29269,0,4.0,male
29270,0,12.0,female
29271,0,31.0,unknown
29272,0,2146.0,male
29273,0,41.0,female
29274,0,199.0,male
29275,0,22.0,female
29276,0,355.0,female
29277,0,31.0,male
29278,0,20.0,male
29279,0,4326.0,male
29280,0,22.0,female
29281,0,5.0,male
29282,0,249.0,female
29283,0,2800.0,female
29284,0,8.0,male
29285,0,1035.0,male
29286,0,203.0,male
29287,0,87.0,female
29288,0,731.0,male
29289,0,36.0,male
29291,0,59.0,female
29292,0,11.0,male
29293,0,6.0,female
29294,0,426.0,male
29295,0,256.0,female
29297,0,20.0,male
29298,0,26.0,unknown
29299,0,6.0,female
29300,0,209.0,male
29301,0,63.0,male
29302,0,1550.0,male
29303,0,29.0,unknown
29304,0,34.0,female
29305,0,58.0,unknown
29306,0,282.0,male
29307,0,66.0,unknown
29308,0,5.0,unknown
29309,0,48.0,unknown
29310,0,221.0,male
29311,0,26.0,male
29312,0,19.0,female
29313,0,1162.0,male
29314,0,705.0,male
29315,0,27.0,unknown
29316,0,9695.0,male
29317,0,69.0,male
29319,0,163.0,female
29320,0,12.0,male
29321,0,24.0,male
29322,0,11.0,female
29323,0,209.0,male
29324,0,1.0,female
29325,0,152.0,male
29326,0,5.0,female
29327,0,29.0,male
29328,0,26.0,female
29329,0,45.0,female
29330,0,62.0,male
29331,0,549.0,male
29333,0,36.0,male
29334,0,117.0,unknown
29335,0,4.0,female
29336,0,34.0,male
29337,0,1.0,female
29338,0,81.0,male
29340,0,65.0,unknown
29341,0,26.0,unknown
29342,0,57.0,female
29343,0,25.0,female
29344,0,87.0,unknown
29345,0,3.0,female
29346,0,70.0,unknown
29347,0,155.0,male
29348,0,1348.0,male
29349,0,3.0,male
29350,0,62.0,female
29351,0,129.0,male
29352,0,14.0,male
29353,0,113.0,male
29355,0,7.0,male
29356,0,24.0,female
29357,0,5.0,female
29358,0,47.0,male
29359,0,7.0,male
29360,0,56.0,male
29361,0,20.0,male
29362,0,2118.0,female
29363,0,49.0,female
29364,0,10.0,male
29365,0,61.0,male
29367,0,514.0,male
29368,0,171.0,male
29369,0,227.0,female
29370,0,2105.0,male
29371,0,68.0,male
29372,0,115.0,male
29373,0,286.0,female
29374,0,55.0,male
29375,0,34.0,male
29376,0,258.0,female
29377,0,1571.0,male
29378,0,79.0,female
29380,0,123.0,male
29381,0,411.0,female
29382,0,15.0,male
29383,0,20.0,female
29384,0,292.0,male
29385,0,89.0,female
29386,0,14.0,female
29387,0,16.0,male
29388,0,111.0,male
29389,0,57.0,female
29390,0,251.0,male
29391,0,86.0,male
29392,0,29.0,unknown
29393,0,86.0,unknown
29394,0,35.0,male
29395,0,96.0,male
29396,0,49.0,male
29397,0,39.0,male
29398,0,3134.0,male
29399,0,957.0,male
29400,0,14.0,unknown
29401,0,23.0,male
29402,0,89.0,male
29403,0,2311.0,male
29404,0,23.0,female
29405,0,57.0,male
29406,0,78.0,female
29407,0,20.0,female
29408,0,34.0,male
29409,0,65.0,female
29411,0,25.0,male
29412,0,7.0,female
29413,0,35.0,male
29414,0,19.0,male
29415,0,183.0,female
29416,0,17.0,unknown
29417,0,22.0,female
29418,0,9.0,unknown
29420,0,21.0,male
29421,0,28.0,male
29422,0,108.0,male
29423,0,174.0,male
29424,0,671.0,male
29425,0,109.0,male
29426,0,4.0,unknown
29427,0,143.0,male
29428,0,138.0,female
29429,0,65.0,male
29430,0,9.0,female
29431,0,51.0,female
29432,0,12.0,female
29433,0,4.0,male
29434,0,389.0,male
29435,0,14.0,female
29436,0,625.0,male
29437,0,141.0,female
29438,0,152.0,male
29439,0,13.0,male
29440,0,368.0,female
29442,0,23.0,male
29443,0,252.0,male
29444,0,28.0,unknown
29445,0,128.0,male
29446,0,29.0,male
29447,0,15.0,male
29448,0,1574.0,female
29449,0,29.0,male
29450,0,73.0,male
29451,0,73.0,female
29452,0,7.0,male
29453,0,79.0,male
29454,0,371.0,male
29455,0,189.0,male
29457,0,417.0,female
29458,0,27.0,male
29459,0,1242.0,unknown
29460,0,84.0,unknown
29461,0,8.0,female
29462,0,178.0,male
29463,0,11.0,male
29464,0,481.0,male
29465,0,72.0,male
29466,0,7.0,female
29467,0,22.0,female
29468,0,452.0,unknown
29469,0,1078.0,male
29470,0,112.0,male
29471,0,2.0,female
29472,0,120.0,male
29473,0,36.0,male
29474,0,145.0,unknown
29475,0,11.0,male
29476,0,5.0,female
29477,0,128.0,female
29478,0,14.0,female
29479,0,780.0,male
29480,0,200.0,female
29481,0,14.0,male
29482,0,1890.0,male
29483,0,7.0,female
29484,0,19.0,male
29485,0,559.0,male
29486,0,24.0,female
29487,0,25.0,unknown
29488,0,20.0,male
29491,0,20.0,female
29492,0,383.0,male
29493,0,1.0,unknown
29494,0,6481.0,male
29495,0,72.0,female
29496,0,511.0,male
29497,0,29.0,male
29498,0,31.0,male
29499,0,53.0,male
29500,0,84.0,male
29501,0,960.0,female
29502,0,53.0,unknown
29503,0,28.0,unknown
29504,0,73.0,female
29505,0,536.0,male
29506,0,72.0,female
29507,0,104.0,female
29508,0,5.0,male
29509,0,18.0,male
29510,0,291.0,male
29511,0,5.0,male
29512,0,1133.0,male
29513,0,5.0,male
29514,0,36.0,unknown
29515,0,2625.0,unknown
29516,0,120.0,male
29517,0,295.0,male
29518,0,84.0,female
29519,0,165.0,female
29520,0,34.0,male
29521,0,1.0,unknown
29522,0,6.0,female
29523,0,3.0,female
29524,0,16.0,female
29525,0,22.0,female
29526,0,50.0,unknown
29527,0,86.0,male
29528,0,1.0,unknown
29529,0,4636.0,unknown
29530,0,3.0,male
29531,0,29.0,male
29532,0,158.0,male
29533,0,2739.0,male
29534,0,65.0,female
29535,0,6.0,male
29536,0,38.0,female
29537,0,32.0,unknown
29538,0,17.0,male
29539,0,24.0,female
29540,0,45.0,unknown
29541,0,156.0,unknown
29542,0,10.0,male
29543,0,5682.0,male
29544,0,165.0,male
29547,0,36.0,male
29548,0,11.0,unknown
29549,0,181.0,male
29550,0,62.0,male
29552,0,559.0,male
29554,0,213.0,male
29555,0,29.0,male
29556,0,6.0,male
29557,0,107.0,female
29558,0,6.0,female
29560,0,11.0,male
29561,0,25.0,unknown
29562,0,46.0,female
29563,0,3.0,male
29564,0,975.0,male
29565,0,43.0,male
29566,0,36.0,unknown
29567,0,50.0,male
29568,0,53.0,unknown
29569,0,9.0,female
29570,0,445.0,unknown
29571,0,11.0,male
29572,0,6.0,male
29573,0,53.0,male
29574,0,8.0,male
29575,0,12.0,male
29577,0,11.0,male
29579,0,11.0,female
29580,0,11.0,female
29581,0,488.0,female
29582,0,96.0,male
29583,0,77.0,unknown
29584,0,112.0,female
29585,0,139.0,female
29587,0,1917.0,male
29588,0,12.0,male
29589,0,5.0,male
29590,0,9.0,male
29591,0,24.0,female
29592,0,174.0,unknown
29593,0,83.0,female
29594,0,1496.0,unknown
29595,0,138.0,male
29596,0,36.0,male
29597,0,346.0,female
29598,0,15.0,female
29599,0,2416.0,male
29600,0,7568.0,female
29601,0,3.0,unknown
29602,0,1986.0,female
29603,0,157.0,male
29604,0,662.0,male
29605,0,9.0,male
29607,0,12.0,male
29608,0,16.0,unknown
29609,0,97.0,male
29611,0,195.0,female
29612,0,13.0,male
29613,0,443.0,unknown
29614,0,35.0,unknown
29615,0,632.0,female
29616,0,28.0,male
29618,0,1174.0,male
29619,0,47.0,female
29620,0,9.0,male
29621,0,48.0,unknown
29623,0,115.0,male
29624,0,58.0,male
29625,0,91.0,female
29626,0,81.0,male
29627,0,927.0,male
29628,0,28.0,unknown
29629,0,27.0,female
29631,0,82.0,male
29632,0,7655.0,male
29633,0,69.0,unknown
29634,0,13.0,unknown
29635,0,8.0,unknown
29636,0,12.0,male
29637,0,1226.0,male
29638,0,479.0,female
29639,0,47.0,male
29640,0,40.0,unknown
29642,0,1077.0,female
29643,0,61.0,female
29644,0,6.0,male
29645,0,54.0,female
29646,0,15.0,male
29647,0,924.0,male
29648,0,3.0,female
29649,0,38.0,male
29651,0,20.0,female
29652,0,41.0,male
29653,0,127.0,female
29655,0,141.0,male
29657,0,22.0,female
29658,0,21.0,male
29659,0,30.0,unknown
29660,0,224.0,unknown
29661,0,84.0,male
29662,0,112.0,male
29663,0,39.0,female
29664,0,286.0,male
29666,0,8385.0,male
29667,0,257.0,male
29668,0,4719.0,male
29669,0,4.0,male
29670,0,357.0,unknown
29671,0,921.0,male
29673,0,2.0,male
29674,0,33.0,male
29675,0,968.0,male
29676,0,306.0,unknown
29677,0,274.0,unknown
29678,0,3.0,female
29679,0,35.0,male
29681,0,39.0,male
29682,0,710.0,female
29684,0,19.0,unknown
29685,0,11.0,female
29687,0,38.0,male
29688,0,35.0,unknown
29689,0,3687.0,male
29691,0,58.0,male
29692,0,306.0,male
29693,0,1.0,male
29694,0,1930.0,male
29695,0,127.0,female
29696,0,394.0,male
29698,0,31.0,male
29699,0,328.0,male
29700,0,133.0,male
29701,0,164.0,female
29702,0,3023.0,unknown
29704,0,6.0,female
29705,0,6.0,male
29706,0,85.0,unknown
29707,0,35.0,unknown
29708,0,45.0,male
29709,0,36.0,male
29710,0,29.0,male
29711,0,73.0,male
29712,0,34.0,unknown
29713,0,3021.0,male
29714,0,4.0,male
29715,0,299.0,female
29716,0,11.0,female
29717,0,2947.0,male
29718,0,2.0,male
29719,0,13.0,unknown
29720,0,124.0,male
29721,0,3094.0,male
29722,0,5119.0,female
29723,0,2.0,female
29724,0,228.0,male
29725,0,8.0,female
29726,0,2.0,female
29728,0,33.0,male
29729,0,24.0,male
29730,0,63.0,male
29731,0,11.0,male
29732,0,41.0,male
29733,0,12.0,unknown
29734,0,21.0,male
29735,0,51.0,male
29736,0,100.0,male
29737,0,66.0,male
29738,0,712.0,male
29739,0,13.0,female
29740,0,11.0,male
29741,0,117.0,female
29742,0,6.0,male
29743,0,59.0,female
29744,0,170.0,female
29745,0,220.0,male
29747,0,53.0,male
29748,0,259.0,female
29749,0,6.0,male
29750,0,2.0,male
29751,0,46.0,male
29752,0,233.0,female
29753,0,65.0,unknown
29754,0,44.0,male
29755,0,47.0,female
29756,0,90.0,male
29757,0,1.0,female
29758,0,27.0,female
29759,0,18.0,female
29760,0,30.0,male
29761,0,47.0,male
29762,0,326.0,female
29763,0,8.0,female
29764,0,6.0,male
29766,0,26.0,male
29767,0,6.0,male
29768,0,5.0,female
29769,0,82.0,female
29770,0,9.0,male
29771,0,688.0,female
29772,0,79.0,female
29773,0,48.0,female
29774,0,15.0,female
29775,0,8.0,female
29776,0,167.0,female
29777,0,303.0,unknown
29778,0,137.0,male
29779,0,37.0,female
29780,0,309.0,female
29781,0,606.0,male
29782,0,99.0,male
29783,0,140.0,unknown
29784,0,16.0,female
29785,0,146.0,male
29786,0,15.0,unknown
29788,0,69.0,unknown
29789,0,899.0,male
29790,0,187.0,female
29791,0,40.0,male
29792,0,12.0,unknown
29793,0,76.0,male
29794,0,16.0,male
29795,0,208.0,male
29796,0,270.0,female
29797,0,4.0,male
29798,0,28.0,male
29799,0,45.0,male
29800,0,28.0,male
29801,0,73.0,female
29802,0,4238.0,male
29803,0,96.0,male
29804,0,64.0,unknown
29805,0,509.0,male
29806,0,85.0,male
29807,0,185.0,female
29808,0,15.0,male
29809,0,26.0,male
29810,0,53.0,female
29811,0,3.0,unknown
29812,0,124.0,male
29813,0,74.0,unknown
29814,0,149.0,male
29815,0,129.0,male
29816,0,1052.0,male
29817,0,566.0,male
29818,0,138.0,male
